tempd_id,bac_id,student_id,bac_year,highshcool_path,bac_avg,bac_feedback
13680,11/8010956,14011198544,2011,5,11.65,Passable
13684,11/8012065,14011198469,2011,T19,13.4,A.Bien
13688,11/8050927,14011198420,2011,5,11.52,Passable
13692,11/8015099,14011197807,2011,5,12.14,A.Bien
13696,11/8008434,14011197808,2011,5,12.69,A.Bien
13700,11/8010923,14011198433,2011,5,12.0,A.Bien
13704,11/8008078,14011197816,2011,5,14.54,Bien
13708,11/8008229,14011197817,2011,5,14.37,Bien
13712,11/8008416,14011198435,2011,5,13.54,A.Bien
13716,11/8007757,14011197819,2011,5,11.47,Passable
13720,11/8009479,14011197820,2011,5,11.54,Passable
13724,11/8008893,14011198532,2011,G13,11.88,Passable
13728,11/8048709,14011197872,2011,G13,12.13,A.Bien
13732,11/8050442,14011197873,2011,5,11.95,Passable
13736,11/8051131,14011198481,2011,M 1,12.7,A.Bien
13740,11/8049778,14011198527,2011,5,13.34,A.Bien
13744,11/8008213,14011197810,2011,5,12.02,A.Bien
13748,11/8011996,14011197868,2011,G18,11.94,Passable
13752,11/8050934,14011197869,2011,5,12.3,A.Bien
13756,11/8014278,14011197814,2011,5,13.33,A.Bien
13760,11/8048642,14011198504,2011,T19,12.39,A.Bien
13764,11/8048384,14011197876,2011,5,13.6,A.Bien
13768,11/8048503,14011197877,2011,5,13.28,A.Bien
13772,11/8050000,14011198445,2011,G13,11.13,Passable
13776,11/8053762,14011198510,2011,5,12.27,A.Bien
13780,11/8007900,14011197830,2011,5,12.77,A.Bien
13784,11/8009695,14011198397,2011,T24,10.99,Passable
13788,11/8050480,14011198378,2011,G18,12.87,A.Bien
13792,11/8009665,14011198537,2011,G18,11.47,Passable
13796,11/8048710,14011198396,2011,G13,11.72,Passable
13800,11/8048312,14011198450,2011,5,12.6,A.Bien
13804,11/8048628,14011198387,2011,T19,12.02,A.Bien
13808,11/8048655,14011197841,2011,T19,12.34,A.Bien
13812,11/8009652,14011198493,2011,G18,12.02,A.Bien
13816,11/8015255,14011198407,2011,T24,11.57,Passable
13820,11/8051338,14011197848,2011,5,11.45,Passable
13824,11/8050483,14011197856,2011,G18,13.47,A.Bien
13828,11/8051132,14011198375,2011,M 1,12.29,A.Bien
13832,11/8053982,14011198456,2011,G13,12.85,A.Bien
13836,11/8014328,14011197859,2011,5,13.2,A.Bien
13840,11/8048578,14011197881,2011,G18,12.28,A.Bien
13844,11/8013217,14011198374,2011,5,15.54,Bien
13848,11/8007824,14011198413,2011,5,14.77,Bien
13852,11/8050414,14011198451,2011,5,12.89,A.Bien
13856,11/8008489,14011197886,2011,5,12.38,A.Bien
13860,11/8048222,14011198529,2011,5,12.32,A.Bien
13864,11/8013451,14011198379,2011,G18,13.63,A.Bien
13868,11/8048586,14011198399,2011,G18,11.06,Passable
13872,11/8048760,14011198531,2011,M 1,12.22,A.Bien
13876,11/8007926,14011198476,2011,5,13.8,A.Bien
13880,11/8051022,14011198534,2011,G18,11.92,Passable
13884,11/8008592,14011198449,2011,G18,13.32,A.Bien
13888,11/8048385,14011197918,2011,5,13.81,A.Bien
13892,11/8048304,14011197920,2011,5,13.95,A.Bien
13896,11/8007623,14011197921,2011,5,12.9,A.Bien
13900,11/8007758,14011197922,2011,5,13.39,A.Bien
13904,11/8008210,14011197889,2011,5,11.95,Passable
13908,11/8008552,14011197890,2011,5,13.28,A.Bien
13912,11/8048372,14011198418,2011,5,13.83,A.Bien
13916,11/8013144,14011197893,2011,5,12.65,A.Bien
13920,11/8013646,14011198533,2011,G18,11.92,Passable
13924,11/8011163,14011198483,2011,T24,12.09,A.Bien
13928,11/8050509,14011197908,2011,T19,11.02,Passable
13932,11/8048772,14011197911,2011,M 1,11.75,Passable
13936,11/8008810,14011197913,2011,T19,12.5,A.Bien
13940,11/8009448,14011197914,2011,5,12.19,A.Bien
13944,11/8007667,14011197923,2011,5,14.27,Bien
13948,11/8048437,14011197925,2011,5,12.24,A.Bien
13952,11/8008241,14011197927,2011,5,12.28,A.Bien
13956,11/8048663,14011197930,2011,T19,11.66,Passable
13960,11/8049779,14011198501,2011,5,12.87,A.Bien
13964,11/8049254,14011198484,2011,5,13.25,A.Bien
13968,11/8050334,14011197936,2011,5,12.37,A.Bien
13972,11/8051461,14011198503,2011,M 1,11.17,Passable
13976,11/8013238,14011197939,2011,5,13.85,A.Bien
13980,11/8011735,14011197940,2011,5,13.46,A.Bien
13984,11/8051463,14011198521,2011,M 1,11.55,Passable
13988,11/8048727,14011198490,2011,G13,11.94,Passable
13992,11/8048391,14011198492,2011,5,12.01,A.Bien
13996,11/8008023,14011197947,2011,5,12.98,A.Bien
14000,11/8048712,14011198480,2011,G13,11.5,Passable
14004,11/8051673,14011198497,2011,5,14.15,Bien
14008,11/8051124,14011197953,2011,M 1,12.73,A.Bien
14012,11/8048418,14011198439,2011,5,13.3,A.Bien
14016,11/8048517,14011198411,2011,5,12.34,A.Bien
14020,11/8048640,14011197959,2011,T19,11.18,Passable
14024,11/8013322,14011197960,2011,5,12.98,A.Bien
14028,11/8011007,14011197961,2011,5,12.54,A.Bien
14032,11/8013241,14011198427,2011,5,13.07,A.Bien
14036,11/8012021,14011197964,2011,T24,13.68,A.Bien
14040,11/8008481,14011197965,2011,5,13.71,A.Bien
14044,11/8011769,14011197966,2011,5,12.62,A.Bien
14048,11/8050920,14011197969,2011,5,11.95,Passable
14052,11/8010131,14011197970,2011,5,12.94,A.Bien
14056,11/8008611,14011197972,2011,G18,13.63,A.Bien
14060,11/8012038,14011197974,2011,T24,11.89,Passable
14064,11/8051669,14011197976,2011,5,13.95,A.Bien
14068,11/8007670,14011197977,2011,5,12.54,A.Bien
14072,11/8050966,14011197979,2011,5,13.95,A.Bien
14076,11/8010231,14011197981,2011,G18,12.91,A.Bien
14080,11/8013466,14011197983,2011,G18,10.95,Passable
14084,11/8049902,14011197985,2011,G18,13.18,A.Bien
14088,11/8007823,14011198528,2011,5,11.82,Passable
14092,11/8007649,14011197987,2011,5,14.23,Bien
14096,11/8048656,14011197989,2011,T19,13.46,A.Bien
14100,11/8051099,14011198474,2011,G13,11.43,Passable
14104,11/8007788,14011197992,2011,5,13.69,A.Bien
14108,11/8007791,14011197993,2011,5,12.38,A.Bien
14112,11/8048777,14011198525,2011,M 1,13.21,A.Bien
14116,11/8011990,14011198381,2011,G18,13.57,A.Bien
14120,11/8012101,14011197999,2011,G13,11.66,Passable
14124,11/8049294,14011198472,2011,G18,11.8,Passable
14128,11/8049287,14011198437,2011,G18,11.61,Passable
14132,11/8009650,14011198005,2011,G18,12.32,A.Bien
14136,11/8013314,14011198466,2011,5,14.2,Bien
14140,11/8013205,14011198007,2011,5,12.01,A.Bien
14144,11/8013298,14011198008,2011,5,11.86,Passable
14148,11/8048427,14011198010,2011,5,11.48,Passable
14152,11/8008657,14011198012,2011,G18,10.92,Passable
14156,11/8049165,14011198014,2011,5,13.62,A.Bien
14160,11/8051097,14011198016,2011,G13,12.64,A.Bien
14164,11/8013300,14011198502,2011,5,14.11,Bien
14168,11/8048636,14011198511,2011,T19,12.35,A.Bien
14172,11/8048507,14011198448,2011,5,13.55,A.Bien
14176,11/8013494,14011198023,2011,T24,10.96,Passable
14180,11/8014501,14011198025,2011,G18,12.07,A.Bien
14184,11/8008093,14011198385,2011,5,14.64,Bien
14188,11/8008648,14011198029,2011,G18,12.87,A.Bien
14192,11/8013595,14011198031,2011,G13,13.72,A.Bien
14196,11/8049162,14011198033,2011,5,12.22,A.Bien
14200,11/8007744,14011198430,2011,5,12.48,A.Bien
14204,11/8011751,14011198036,2011,5,11.93,Passable
14208,11/8008644,14011198038,2011,G18,13.7,A.Bien
14212,11/8007728,14011198039,2011,5,13.27,A.Bien
14216,11/8007924,14011198040,2011,5,14.12,Bien
14220,11/8011736,14011198041,2011,5,14.19,Bien
14224,11/8009021,14011198043,2011,M 1,10.78,Passable
14228,11/8013212,14011198391,2011,5,12.36,A.Bien
14232,11/8013805,14011198401,2011,G18,14.25,Bien
14236,11/8048421,14011198383,2011,5,13.73,A.Bien
14240,11/8048409,14011198441,2011,5,13.7,A.Bien
14244,11/8048230,14011198052,2011,5,11.85,Passable
14248,11/8015089,14011198053,2011,5,12.44,A.Bien
14252,11/8008211,14011198440,2011,5,14.22,Bien
14256,11/8008250,14011198475,2011,5,13.04,A.Bien
14260,11/8007974,14011198057,2011,5,11.77,Passable
14264,11/8008600,14011198461,2011,G18,11.88,Passable
14268,11/8011284,14011198468,2011,M 1,11.04,Passable
14272,11/8050993,14011198063,2011,5,13.52,A.Bien
14276,11/8010240,14011198065,2011,G18,12.72,A.Bien
14280,11/8050337,14011198067,2011,5,13.89,A.Bien
14284,11/8014340,14011198409,2011,5,13.71,A.Bien
14288,11/8007902,14011198069,2011,5,13.88,A.Bien
14292,11/8008413,14011198422,2011,5,14.7,Bien
14296,11/8049292,14011198423,2011,G18,12.83,A.Bien
14300,11/8014503,14011198082,2011,G18,12.41,A.Bien
14304,11/8048464,14011198084,2011,5,12.99,A.Bien
14308,11/8008129,14011198444,2011,5,12.85,A.Bien
14312,10/8012568,14011198518,2010,5,12.61,A.Bien
14316,11/8014430,14011198087,2011,5,12.13,A.Bien
14320,10/8008224,14011198517,2010,5,14.57,Bien
14324,11/8012436,14011198442,2011,5,12.69,A.Bien
14328,11/801965,14011198424,2011,5,13.4,A.Bien
14332,11/8011799,14011198091,2011,5,11.44,Passable
14336,10/7004960,14011198488,2010,5,13.01,A.Bien
14340,11/8014362,14011198522,2011,5,11.65,Passable
14344,11/8049193,14011198096,2011,5,14.42,Bien
14348,10/8050437,14011198098,2010,T19,11.41,Passable
14352,10/8012256,14011198102,2010,T24,13.96,A.Bien
14356,10/8008042,14011198101,2010,5,14.77,Bien
14360,10/8014555,14011198103,2010,5,14.07,Bien
14364,11/8048374,14011198104,2011,5,12.33,A.Bien
14368,10/8013642,14011198402,2010,5,15.68,Bien
14372,10/8008219,14011198106,2010,5,14.82,Bien
14376,11/8007801,14011198107,2011,5,14.11,Bien
14380,11/8051130,14011198109,2011,M 1,12.44,A.Bien
14384,11/8048519,14011198516,2011,5,17.0,T.Bien
14388,11/8008255,14011198112,2011,5,15.15,Bien
14392,11/8008198,14011198113,2011,5,12.05,A.Bien
14396,11/8010177,14011198114,2011,5,13.82,A.Bien
14400,11/8008484,14011198070,2011,5,11.58,Passable
14404,11/8048701,14011198072,2011,G13,12.88,A.Bien
14408,11/8008659,14011198415,2011,G18,11.64,Passable
14412,11/8012024,14011198076,2011,T24,12.34,A.Bien
14416,11/8007970,14011198487,2011,5,14.22,Bien
14420,11/8011808,14011198115,2011,5,13.78,A.Bien
14424,10/1081,14011198116,2010,G18,12.0,A.Bien
14428,11/8050977,14011198505,2011,5,12.25,A.Bien
14432,11/8050417,14011198120,2011,5,14.94,Bien
14436,11/8015082,14011198121,2011,5,11.93,Passable
14440,11/8048541,14011198454,2011,5,13.09,A.Bien
14444,11/8050902,14011198125,2011,5,12.2,A.Bien
14448,11/8010237,14011198419,2011,G18,11.29,Passable
14452,11/8049942,14011198523,2011,T24,14.2,Bien
14456,11/8050978,14011198131,2011,5,13.54,A.Bien
14460,11/8050922,14011198133,2011,5,13.17,A.Bien
14464,11/8049284,14011198135,2011,G18,10.9,Passable
14468,10/8013486,14011198136,2010,5,14.7,Bien
14472,11/8048537,14011198138,2011,5,12.72,A.Bien
14476,11/8009446,14011198139,2011,5,12.35,A.Bien
14480,11/8008896,14011198141,2011,G13,12.32,A.Bien
14484,11/8013587,14011198143,2011,G13,11.84,Passable
14488,11/8010267,14011198145,2011,T24,11.55,Passable
14492,11/801434,14011198146,2011,5,12.33,A.Bien
14496,11/8012507,14011198148,2011,T24,12.31,A.Bien
14500,11/8009552,14011198149,2011,5,13.72,A.Bien
14504,11/8011097,14011198150,2011,5,11.75,Passable
14508,11/8010241,14011198152,2011,G18,12.12,A.Bien
14512,11/8008427,14011198153,2011,5,13.43,A.Bien
14516,11/8048571,14011198155,2011,G18,11.52,Passable
14520,11/8007781,14011198412,2011,5,13.38,A.Bien
14524,10/8051464,14011198159,2010,G18,13.82,A.Bien
14528,11/8048653,14011198388,2011,T24,10.92,Passable
14532,11/8013459,14011198590,2011,G18,11.83,Passable
14536,11/8048241,14011198585,2011,5,11.76,Passable
14540,11/8008374,14011198417,2011,5,12.75,A.Bien
14544,11/8008321,14011198463,2011,5,12.92,A.Bien
14548,11/8008161,14011198166,2011,5,12.25,A.Bien
14552,11/8050885,14011198479,2011,5,13.97,A.Bien
14556,11/8014428,14011198410,2011,5,12.46,A.Bien
14560,11/8008986,14011198443,2011,G13,11.25,Passable
14564,10/8008925,14011198514,2010,G18,14.6,Bien
14568,10/8008671,14011198174,2010,5,12.29,A.Bien
14572,11/8053880,14011198176,2011,5,13.62,A.Bien
14576,11/8013455,14011198178,2011,G18,11.32,Passable
14580,11/8007611,14011198179,2011,5,12.64,A.Bien
14584,11/8008126,14011198180,2011,5,11.85,Passable
14588,11/8050439,14011198182,2011,5,11.45,Passable
14592,11/8011730,14011198183,2011,5,11.79,Passable
14596,10/067231,14011198185,2010,5,10.65,Passable
14600,11/8014516,14011198499,2011,G18,11.53,Passable
14604,11/8051440,14011198498,2011,G13,12.75,A.Bien
14608,11/8051377,14011198491,2011,5,11.79,Passable
14612,11/8008138,14011198192,2011,5,15.11,Bien
14616,11/8013327,14011198193,2011,5,11.74,Passable
14620,11/8013216,14011198194,2011,5,13.08,A.Bien
14624,11/8049849,14011198196,2011,5,12.34,A.Bien
14628,11/8007910,14011198486,2011,5,11.69,Passable
14632,11/8013353,14011198198,2011,5,12.95,A.Bien
14636,11/8008964,14011198200,2011,G13,12.69,A.Bien
14640,11/8048109,14011198202,2011,5,12.74,A.Bien
14644,10/090080,14011198204,2010,5,12.0,A.Bien
14648,11/8012031,14011198392,2011,T24,11.35,Passable
14652,11/8008406,14011198376,2011,5,11.65,Passable
14656,11/8008957,14011198425,2011,G13,11.01,Passable
14660,11/8011025,14011198408,2011,5,12.57,A.Bien
14664,11/8049260,14011198447,2011,5,11.94,Passable
14668,11/8008173,14011198515,2011,5,14.15,Bien
14672,11/8008569,14011198214,2011,5,12.33,A.Bien
14676,11/8007766,14011198215,2011,5,11.58,Passable
14680,11/8011965,14011198216,2011,5,14.09,Bien
14684,11/8011762,14011198217,2011,5,13.54,A.Bien
14688,11/8050941,14011198507,2011,5,11.94,Passable
14692,11/8048699,14011198460,2011,G13,11.36,Passable
14696,11/8013283,14011198384,2011,5,11.98,Passable
14700,11/8012067,14011198457,2011,T19,13.67,A.Bien
14704,11/8048455,14011198462,2011,5,13.67,A.Bien
14708,11/8007778,14011198453,2011,5,12.54,A.Bien
14712,11/8008961,14011198478,2011,G13,12.6,A.Bien
14716,11/8048346,14011198464,2011,5,11.79,Passable
14720,11/8009700,14011198459,2011,T24,10.88,Passable
14724,11/8051677,14011198495,2011,5,12.17,A.Bien
14728,11/8009027,14011198237,2011,M 1,11.64,Passable
14732,11/8007709,14011198238,2011,5,13.67,A.Bien
14736,11/8008820,14011198535,2011,T19,10.76,Passable
14740,10/8020214,14011198242,2010,G18,13.25,A.Bien
14744,11/8051073,14011198530,2011,T19,12.11,A.Bien
14748,11/8018590,14011198536,2011,5,12.81,A.Bien
14752,10/089145,14011198247,2010,5,10.65,Passable
14756,11/8008905,14011198539,2011,G13,11.5,Passable
14760,11/8009660,14011198540,2011,G18,11.92,Passable
14764,11/8013502,14011198538,2011,T24,11.3,Passable
14768,11/8015053,14011198254,2011,5,13.13,A.Bien
14772,11/8048443,14011198256,2011,5,13.96,A.Bien
14776,11/8050347,14011198258,2011,5,13.12,A.Bien
14780,11/8008379,14011198259,2011,5,13.64,A.Bien
14784,11/8008378,14011198260,2011,5,13.3,A.Bien
14788,11/8051636,14011198262,2011,5,12.69,A.Bien
14792,11/8014208,14011198263,2011,5,12.1,A.Bien
14796,11/8051096,14011198265,2011,G13,13.02,A.Bien
14800,11/8008143,14011198266,2011,5,11.9,Passable
14804,11/8008548,14011198267,2011,5,11.82,Passable
14808,11/8049353,14011198269,2011,T19,12.97,A.Bien
14812,11/8008939,14011198271,2011,G13,11.74,Passable
14816,11/8008744,14011198273,2011,T24,12.44,A.Bien
14820,11/8013176,14011198404,2011,5,11.56,Passable
14824,11/8050907,14011198276,2011,5,13.29,A.Bien
14828,11/8049853,14011198278,2011,5,14.07,Bien
14832,11/8011764,14011198279,2011,5,13.78,A.Bien
14836,11/8013275,14011198280,2011,5,13.24,A.Bien
14840,11/8012097,14011198282,2011,G13,12.05,A.Bien
14844,11/8053724,14011198284,2011,5,11.82,Passable
14848,11/7056390,14011198286,2011,G18,12.73,A.Bien
14852,11/8008848,14011198288,2011,T19,11.09,Passable
14856,11/8001329,14011198291,2011,5,11.99,Passable
14860,11/8011907,14011198292,2011,5,11.59,Passable
14864,11/8008347,14011198293,2011,5,12.0,A.Bien
14868,11/8008410,14011198294,2011,5,12.44,A.Bien
14872,11/8007737,14011198295,2011,5,11.46,Passable
14876,11/8050432,14011198297,2011,5,11.47,Passable
14880,11/8014519,14011198500,2011,G18,10.94,Passable
14884,11/8014616,14011198471,2011,G13,12.95,A.Bien
14888,11/8013603,14011198473,2011,G13,11.78,Passable
14892,11/8048366,14011198467,2011,5,13.52,A.Bien
14896,11/8048542,14011198382,2011,5,12.41,A.Bien
14900,11/8048220,14011198506,2011,5,12.72,A.Bien
14904,11/8007938,14011198436,2011,5,13.57,A.Bien
14908,10/8008321,14011198312,2010,5,14.95,Bien
14912,11/8050004,14011198414,2011,G13,11.16,Passable
14916,11/8051127,14011198429,2011,M 1,11.7,Passable
14920,11/8013339,14011198377,2011,5,13.17,A.Bien
14924,11/8050340,14011198319,2011,5,12.79,A.Bien
14928,11/8008150,14011198426,2011,5,11.5,Passable
14932,11/8008354,14011198389,2011,5,11.77,Passable
14936,11/8008116,14011198428,2011,5,12.19,A.Bien
14940,11/8007782,14011198393,2011,5,11.72,Passable
14944,11/8049974,14011198325,2011,T19,11.55,Passable
14948,11/8008109,14011198526,2011,5,11.92,Passable
14952,11/8008967,14011198328,2011,G13,12.8,A.Bien
14956,11/8008282,14011198386,2011,5,13.37,A.Bien
14960,11/8049881,14011198398,2011,5,12.5,A.Bien
14964,11/8048719,14011198494,2011,G13,10.97,Passable
14968,11/8009593,14011198334,2011,5,12.44,A.Bien
14972,11/8014441,14011198335,2011,5,13.66,A.Bien
14976,11/8048332,14011198380,2011,5,13.63,A.Bien
14980,11/8012109,14011198339,2011,G13,14.14,Bien
14984,11/8013261,14011198406,2011,5,11.7,Passable
14988,11/8048157,14011198477,2011,5,14.6,Bien
14992,11/8008654,14011198485,2011,G18,11.91,Passable
14996,11/8014514,14011198405,2011,G18,12.92,A.Bien
15000,11/8007616,14011198512,2011,5,11.89,Passable
15004,11/8007677,14011198446,2011,5,12.12,A.Bien
15008,11/8013463,14011198400,2011,G18,10.93,Passable
15012,10/8009781,14011198351,2010,5,15.21,Bien
15016,11/8008151,14011198438,2011,5,13.33,A.Bien
15020,11/8007724,14011198434,2011,5,12.75,A.Bien
15024,11/8048658,14011198508,2011,T19,10.8,Passable
15028,11/8009664,14011198357,2011,G18,13.4,A.Bien
15032,11/8008158,14011198452,2011,5,11.95,Passable
15036,11/8009726,14011198524,2011,T19,10.97,Passable
15040,11/8011104,14011198455,2011,5,12.82,A.Bien
15044,11/8011929,14011198496,2011,5,12.65,A.Bien
15048,11/8010933,14011198458,2011,5,13.55,A.Bien
15052,11/8008289,14011198364,2011,5,13.52,A.Bien
15056,11/8008174,14011198365,2011,5,12.16,A.Bien
15060,11/8008722,14011198367,2011,T24,12.04,A.Bien
15064,11/8008519,14011198470,2011,5,12.29,A.Bien
15068,11/8015041,14011198390,2011,5,12.55,A.Bien
15072,11/8049346,14011198371,2011,T19,12.28,A.Bien
15076,11/8048633,14011198373,2011,T19,11.47,Passable
15080,11/8010904,14011198545,2011,5,13.28,A.Bien
15084,11/8011838,14011198546,2011,5,13.24,A.Bien
15088,11/8007990,14011198547,2011,5,15.49,Bien
15092,11/8048238,14011198550,2011,5,13.64,A.Bien
15096,08/8022188,14011198553,2008,G05,13.72,A.Bien
15100,11/8049324,14011198556,2011,T24,10.97,Passable
15104,11/8019259,14011198557,2011,5,12.42,A.Bien
15108,11/8008265,14011198558,2011,5,14.74,Bien
15112,11/8011994,14011198560,2011,G18,11.68,Passable
15116,11/7059202,14011198564,2011,T19,13.46,A.Bien
15120,11/8015286,14011198566,2011,T19,11.13,Passable
15124,11/9054909,14011198568,2011,5,12.75,A.Bien
15128,11/8014545,14011198570,2011,T24,10.89,Passable
15132,11/8008643,14011198582,2011,G18,12.64,A.Bien
15136,11/8008118,14011198573,2011,5,14.09,Bien
15140,11/8007850,14011198581,2011,5,14.25,Bien
15144,11/8007722,14011198575,2011,5,11.99,Passable
15148,11/8018936,14011198576,2011,5,12.23,A.Bien
15152,11/9014845,14011198577,2011,5,11.71,Passable
15156,11/8007647,14011198578,2011,5,12.65,A.Bien
15160,11/8050005,14011198580,2011,G13,11.78,Passable
15164,11/8014342,14011198583,2011,5,11.44,Passable
15168,,14011198587,,,,
15172,04/9066371,14010796567,2004,G05,12.0,A.Bien
15176,07/8021075,14010796569,2007,G05,10.62,Passable
15180,10/8013719,14011097068,2010,5,14.41,Bien
15184,10/8049828,14011097501,2010,G18,11.99,Passable
15188,10/8051528,14011097517,2010,G13,13.41,A.Bien
15192,07/8014172,14010796575,2007,G05,11.31,Passable
15196,10/8013798,14011097074,2010,G18,12.3,A.Bien
15200,10/8008779,14011097617,2010,5,13.94,A.Bien
15204,10/8015565,14011097080,2010,5,12.58,A.Bien
15208,10/8013598,14011097082,2010,5,11.68,Passable
15212,10/8008509,14011097286,2010,5,13.77,A.Bien
15216,10/8015546,14011097288,2010,5,11.58,Passable
15220,10/8008081,14011097290,2010,5,11.38,Passable
15224,10/8008400,14011097292,2010,5,12.92,A.Bien
15228,10/8008832,14011097528,2010,5,12.07,A.Bien
15232,07/8011741,14010796586,2007,G05,11.95,Passable
15236,07/8074603,14010796588,2007,G05,11.27,Passable
15240,07/8011177,14010796589,2007,G05,11.73,Passable
15244,10/8008263,14011097084,2010,5,11.62,Passable
15248,10/8015543,14011097086,2010,5,11.17,Passable
15252,07/8018210,14010796593,2007,G05,10.74,Passable
15256,07/8027330,14010796594,2007,G05,11.35,Passable
15260,07/8027230,14010796595,2007,G05,10.53,Passable
15264,10/8048900,14011097504,2010,5,11.07,Passable
15268,10/8048885,14011097514,2010,5,11.65,Passable
15272,07/8075410,14010796598,2007,G05,11.57,Passable
15276,10/8008532,14011097092,2010,5,12.85,A.Bien
15280,10/8008728,14011097096,2010,5,12.45,A.Bien
15284,10/8015512,14011097098,2010,5,12.09,A.Bien
15288,10/8013605,14011097397,2010,5,12.47,A.Bien
15292,07/8028555,14010796604,2007,G05,10.81,Passable
15296,07/8011294,14010796606,2007,G05,11.06,Passable
15300,07/8018766,14010796607,2007,G07,11.94,Passable
15304,10/8050335,14011097509,2010,5,12.13,A.Bien
15308,10/8019853,14011097102,2010,5,10.62,Passable
15312,07/8076325,14010796612,2007,G06,12.45,A.Bien
15316,06/8015856,14010796614,2006,G05,12.48,A.Bien
15320,10/8050888,14011097507,2010,5,14.34,Bien
15324,10/8048814,14011097482,2010,5,11.38,Passable
15328,10/8049107,14011097502,2010,5,13.11,A.Bien
15332,07/8011702,14010796615,2007,G05,10.2,Passable
15336,07/8021096,14010796618,2007,G05,10.44,Passable
15340,07/8017309,14010796619,2007,G05,11.5,Passable
15344,10/8008207,14011097110,2010,5,13.37,A.Bien
15348,10/8008187,14011097112,2010,5,12.49,A.Bien
15352,10/8015556,14011097296,2010,5,11.05,Passable
15356,10/8050819,14011097479,2010,5,13.02,A.Bien
15360,10/8008442,14011097300,2010,5,13.3,A.Bien
15364,10/8008537,14011097302,2010,5,11.81,Passable
15368,10/8052051,14011097489,2010,5,11.87,Passable
15372,07/8028817,14010796628,2007,G05,11.62,Passable
15376,10/8009820,14011097114,2010,G18,11.48,Passable
15380,10/8051320,14011097481,2010,5,12.67,A.Bien
15384,10/8008313,14011097118,2010,5,13.8,A.Bien
15388,10/8050826,14011097480,2010,5,15.03,Bien
15392,07/8013475,14010796640,2007,G05,12.84,A.Bien
15396,07/8016546,14010796642,2007,G05,14.35,Bien
15400,10/8008059,14011097122,2010,5,14.38,Bien
15404,10/8008565,14011097124,2010,5,11.83,Passable
15408,10/800891 ,14011097126,2010,G18,13.13,A.Bien
15412,07/8011667,14010796643,2007,G05,10.78,Passable
15416,07/8016166,14010796644,2007,G05,11.97,Passable
15420,07/8028687,14010796647,2007,G05,10.31,Passable
15424,10/8017995,14011097128,2010,G05,10.77,Passable
15428,10/8008804,14011097130,2010,5,13.95,A.Bien
15432,07/8018299,14010796651,2007,G05,10.75,Passable
15436,10/8012630,14011097132,2010,5,12.11,A.Bien
15440,10/8012611,14011097134,2010,5,12.85,A.Bien
15444,10/8050381,14011097136,2010,5,11.21,Passable
15448,10/8012285,14011097138,2010,N05,11.58,Passable
15452,07/8028778,14010796657,2007,G05,10.85,Passable
15456,10/8011396,14011097140,2010,G06,12.47,A.Bien
15460,10/8011395,14011097142,2010,G13,10.72,Passable
15464,10/8008901,14011097144,2010,G18,13.02,A.Bien
15468,09/8009313,14011097146,2009,5,12.2,A.Bien
15472,07/8076100,14010796666,2007,G05,10.88,Passable
15476,10/8051778,14011097496,2010,5,12.55,A.Bien
15480,10/8009768,14011097150,2010,5,12.13,A.Bien
15484,10/8019940,14011097152,2010,5,12.21,A.Bien
15488,10/8008186,14011097154,2010,5,12.72,A.Bien
15492,07/8015187,14010796669,2007,G05,11.57,Passable
15496,07/8076126,14010796670,2007,G05,10.56,Passable
15500,07/8020260,14010796671,2007,G04,10.81,Passable
15504,07/8028771,14010796672,2007,G05,11.11,Passable
15508,10/8008662,14011097156,2010,5,12.57,A.Bien
15512,07/8018763,14010796674,2007,G07,11.05,Passable
15516,07/8013338,14010796676,2007,G05,10.54,Passable
15520,10/8010404,14011097163,2010,G08,10.78,Passable
15524,10/8017676,14011097313,2010,G05,11.42,Passable
15528,09/8008391,14011097527,2009,G13,14.75,Bien
15532,07/1021118,14011097486,2010,G05,11.5,Passable
15536,10/8008324,14011097308,2010,5,14.1,Bien
15540,08/8022072,14011097310,2010,G05,10.98,Passable
15544,10/8020204,14011097312,2010,G18,13.05,A.Bien
15548,10/8008764,14011097315,2010,5,15.64,Bien
15552,10/8049082,14011097317,2010,5,13.09,A.Bien
15556,02/805704,14010796689,2002,G05,10.35,Passable
15560,08/8010798,14010896693,2008,G06,10.0,Passable
15564,08/8017095,14010896694,2008,G08,10.62,Passable
15568,10/8051424,14011097485,2010,5,12.97,A.Bien
15572,10/8013838,14011097167,2010,G08,10.35,Passable
15576,08/8013424,14010896695,2008,G09,11.85,Passable
15580,08/8008390,14010896696,2008,G05,12.05,A.Bien
15584,08/8018456,14010896697,2008,G09,12.53,A.Bien
15588,08/8022480,14010896698,2008,G05,10.9,Passable
15592,10/8013500,14011097169,2010,5,12.06,A.Bien
15596,08/7068051,14010896700,2008,G04,11.77,Passable
15600,08/8016358,14010896701,2008,G09,12.77,A.Bien
15604,08/8010696,14010896702,2008,G08,10.24,Passable
15608,08/8008281,14010896703,2008,G05,11.96,Passable
15612,08/8008511,14010896704,2008,G05,10.71,Passable
15616,08/8018527,14010896707,2008,G08,10.68,Passable
15620,08/8065379,14010896709,2008,G05,11.36,Passable
15624,10/8008827,14011097171,2010,5,12.62,A.Bien
15628,09/8018512,14011097173,2010,5,11.25,Passable
15632,10/8051396,14011097490,2010,5,12.14,A.Bien
15636,08/8018478,14011097633,2008,G05,10.89,Passable
